ObjectNo,StepSequenceNo,SequenceNo,Datetime,LAACA_AR034,LAACA_AR035,LAACA_AR036,LAACA_AR037,LAACA_AR038,LAACA_AR039,LAACA_AR040,LAACA_AR041,LAACA_AR042,LAACA_AR043,LAACA_AR044,LAACA_AR045,LAACA_AR013,LAACA_AR046,LAACA_AR047,LAACA_AR048,LAACA_AR014,LAACA_AR015,LAACA_AR016,LAACA_AR017,LAACA_AR018,LAACA_AR019,LAACA_AR020,LAACA_AR021,LAACA_AR022,LAACA_AR023,LAACA_AR024,LAACA_AR025,LAACA_AR026,LAACA_AR027,LAACA_AR028,LAACA_AR029,LAACA_AR030,LAACA_AR031,LAACA_AR032,LAACA_AR033,LAACA_AR049,LAACA_AR050,LAACA_AR051,LAACA_AR052,LAACA_AR053,LAACA_AR054,LAACA_AR055,LAACA_AR056,LAACA_AR057,LAACA_AR058,LAACA_AR059,LAACA_AR060,LAACA_AR061,LAACA_AR062,LAACA_AR063,LAACA_AR064,LAACA_AR065,LAACA_AR066,LAACA_AR067,LAACA_AR068,LAACA_AR069,LAACA_AR070,LAACA_AR071,LAACA_AR072,LAACA_AR073,LAACA_AR074,LAACA_AR075,LAACA_AR076,LAACA_AR077,LAACA_AR078,LAACA_AR079,LAACA_AR080,LAACA_AR081,LAACA_AR082,LAACA_AR083,LAACA_AR084,LAACA_AR085,LAACA_AR086,LAACA_AR087,LAACA_AR088,LAACA_AR089,LAACA_AR090,LAACA_AR091,LAACA_AR092,LAACA_AR093,LAACA_AR094,LAACA_AR095,LAACA_AR096,LAACA_AR097,LAACA_AR098,LAACA_AR099,LAACA_AR100,LAACA_AR101,LAACA_AR102,LAACA_AR103,LAACA_AR104,LAACA_AR105,LAACA_AR106,LAACA_AR107,LAACA_AR108,LAACA_AR109,LAACA_AR110,LAACA_AR111,LAACA_AR112,LAACA_AR113,LAACA_AR114
E3J2BC1221,,276,负极,反向,137,140,143,50.000,2#,2024-03-18 15:37:00,-88.002,499.979,1,1.5,139.020,10,138.994,139.053,139.410,139.290,138.800,139.080,138.400,138.800,139.050,139.260,139.600,138.560,556673.8,0,0,0,0,0,0,0,0,0,0,555377.7,555377.7,554411.1,560307.75,99.98,558.25,479.77,482.65,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.75,140.59,-2.26,0.00,5.00
E3J2BC1221,,277,负极,正向,137,140,143,50.000,2#,2024-03-18 15:37:05,-88.002,499.979,1,1.5,139.210,10,139.207,139.206,139.220,139.570,138.980,139.200,139.060,139.270,139.000,139.400,139.440,138.930,562858.6,0,0,0,0,0,0,0,0,0,0,564176.8,564176.8,565442.2,568493.81,99.98,565.38,480.14,486.53,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.58,140.35,0.00,0.00,5.00
E3J2BC1221,,278,负极,反向,137,140,143,50.000,2#,2024-03-18 15:37:10,-88.002,499.979,1,1.5,139.410,10,138.902,139.924,139.080,139.650,138.620,138.700,138.460,139.010,140.040,140.060,140.310,140.200,572928.8,0,0,0,0,0,0,0,0,0,0,571695.1,571695.1,570333.8,576662.13,99.98,574.37,480.14,483.53,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.42,140.13,0.00,0.00,5.00
E3J2BC1221,,279,负极,正向,137,140,143,50.000,2#,2024-03-18 15:37:15,-88.002,499.979,1,1.5,139.610,10,139.284,139.935,139.620,139.650,139.300,138.600,139.240,139.100,140.520,140.650,139.830,139.580,579523.8,0,0,0,0,0,0,0,0,0,0,580406.5,580406.5,581757.6,584832.13,99.98,582.38,481.15,483.22,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.08,139.93,0.00,0.00,5.00
E3J2BC1221,,280,负极,反向,137,140,143,50.000,2#,2024-03-18 15:37:20,-88.002,499.979,1,1.5,139.250,10,139.269,139.230,139.490,139.450,139.140,139.200,139.060,139.190,139.690,138.800,139.440,139.030,589225.8,0,0,0,0,0,0,0,0,0,0,588300.1,588300.1,586672.4,592991.63,99.99,591.37,481.15,483.22,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.93,139.89,0.00,0.00,5.00
E3J2BC1221,,281,负极,正向,137,140,143,50.000,2#,2024-03-18 15:37:25,-88.002,499.979,1,1.5,139.240,10,139.212,139.260,139.780,139.000,139.140,139.140,139.010,138.510,139.350,139.560,139.950,138.910,595470.2,0,0,0,0,0,0,0,0,0,0,596810.9,596810.9,598066.1,601140.44,99.99,599.29,479.51,484.50,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.73,139.76,0.00,0.00,5.00
E3J2BC1221,,282,负极,反向,137,140,143,50.000,2#,2024-03-18 15:37:30,-88.002,499.979,1,1.5,139.140,10,138.725,139.562,138.460,139.250,138.930,138.290,138.680,138.480,139.620,139.980,140.110,139.610,605544.8,0,0,0,0,0,0,0,0,0,0,604300.1,604300.1,602938.4,609321.44,99.99,606.56,480.85,485.61,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.61,139.84,0.00,0.00,5.00
E3J2BC1221,,283,负极,正向,137,140,143,50.000,2#,2024-03-18 15:37:35,-88.002,499.979,1,1.5,139.600,10,139.109,140.083,139.920,139.690,138.530,138.730,138.670,139.070,140.930,140.390,140.110,139.920,611778.7,0,0,0,0,0,0,0,0,0,0,613693.6,613693.6,614374.4,617470.00,99.98,615.57,480.85,485.61,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.42,139.83,0.00,0.00,5.00
E3J2BC1221,,284,负极,反向,137,140,143,50.000,2#,2024-03-18 15:37:40,-88.002,499.979,1,1.5,139.440,10,139.251,139.626,139.460,139.450,138.980,139.210,139.160,139.800,139.930,139.100,139.660,139.640,621852.8,0,0,0,0,0,0,0,0,0,0,620788.9,620788.9,619395.4,625639.69,99.99,622.68,482.79,483.51,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.25,139.79,2.24,0.00,5.00
E3J2BC1221,,285,负极,正向,137,140,143,50.000,2#,2024-03-18 15:37:45,-88.002,499.979,1,1.5,139.490,10,139.498,139.482,139.830,139.820,139.430,139.400,139.000,138.840,139.790,139.950,139.710,139.120,628277.9,0,0,0,0,0,0,0,0,0,0,629437.4,629437.4,630799,633809.75,99.99,631.69,482.79,483.51,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.21,139.70,2.38,0.00,5.00
E3J2BC1221,,286,负极,反向,137,140,143,50.000,2#,2024-03-18 15:37:50,-88.002,499.979,1,1.5,139.400,10,139.080,139.729,139.120,139.170,139.250,139.120,138.740,138.710,139.570,140.290,140.280,139.800,638681.9,0,0,0,0,0,0,0,0,0,0,637022.5,637022.5,635788.4,642001.00,99.99,639.67,480.50,485.68,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.15,139.54,2.56,0.00,5.00
E3J2BC1221,,287,负极,正向,137,140,143,50.000,2#,2024-03-18 15:37:54,-88.002,499.979,1,1.5,139.440,10,138.906,139.963,139.430,139.270,138.470,138.550,138.810,139.530,140.130,139.810,140.150,140.200,644501.1,0,0,0,0,0,0,0,0,0,0,645788.1,645788.1,647096.6,650160.56,99.98,647.52,480.50,485.68,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.15,139.60,2.54,0.00,5.00
E3J2BC1221,,288,负极,反向,137,140,143,50.000,2#,2024-03-18 15:37:59,-88.002,499.979,1,1.5,139.360,10,139.195,139.537,139.520,139.380,138.980,139.050,139.050,139.370,140.190,139.530,139.080,139.500,654586.2,0,0,0,0,0,0,0,0,0,0,653330.8,653330.8,651979.8,658320.31,99.99,656.56,485.48,484.35,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.12,139.68,2.63,0.00,5.00
E3J2BC1221,,289,负极,正向,137,140,143,50.000,2#,2024-03-18 15:38:14,-87.992,499.979,1,1.5,140.150,10,140.000,140.307,140.830,140.040,140.060,139.350,139.710,139.950,140.680,140.230,140.540,140.130,677021.4,0,0,0,0,0,0,0,0,0,0,678223.6,678223.6,679510.7,682680.63,99.98,680.63,485.48,484.35,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.15,139.64,2.54,0.00,5.00
E3J2BC1221,,290,负极,反向,137,140,143,50.000,2#,2024-03-18 15:38:28,-87.992,499.924,1,1.5,139.430,10,139.453,139.398,140.200,139.840,139.500,138.870,138.860,139.320,139.860,139.530,139.540,138.740,702052.8,0,0,0,0,0,0,0,0,0,0,700808.1,700808.1,699457.1,705776.31,99.99,703.02,482.97,484.16,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.23,139.68,2.32,0.00,5.00
E3J2BC1221,,291,负极,正向,137,140,143,50.000,2#,2024-03-18 15:38:33,-87.992,499.924,1,1.5,139.370,10,139.387,139.350,139.530,139.850,139.690,139.120,138.760,138.950,139.760,139.630,139.690,138.710,708287,0,0,0,0,0,0,0,0,0,0,709531.6,709531.6,710882.6,714180.44,99.99,712.86,482.97,484.16,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.24,139.70,2.27,0.00,5.00
E3J2BC1221,,292,负极,反向,137,140,143,50.000,2#,2024-03-18 15:38:38,-87.992,499.924,1,1.5,139.400,10,139.066,139.726,139.490,139.570,138.380,138.990,138.900,138.890,139.600,139.920,140.170,140.050,718510.2,0,0,0,0,0,0,0,0,0,0,717329.4,717329.4,715776.2,722095.38,99.98,718.88,486.46,488.32,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.26,139.70,2.21,0.00,5.00
E3J2BC1221,,293,负极,正向,137,140,143,50.000,2#,2024-03-18 15:38:43,-87.992,499.924,1,1.5,140.460,10,140.263,140.663,140.630,140.270,140.460,139.760,140.190,139.760,140.490,141.180,141.400,140.490,724861.1,0,0,0,0,0,0,0,0,0,0,725850.5,725850.5,727605.6,730307.63,99.96,728.41,486.46,488.32,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.30,139.72,2.11,0.00,5.00
E3J2BC1221,,294,负极,反向,137,140,143,50.000,2#,2024-03-18 15:38:48,-87.992,499.924,1,1.5,140.260,10,140.407,140.116,140.990,141.060,140.140,140.170,139.690,139.900,140.550,140.310,140.520,139.300,734828.6,0,0,0,0,0,0,0,0,0,0,733424.4,733424.4,732318.1,738456.19,99.98,736.34,484.90,484.42,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.41,139.78,0.00,0.00,5.00
E3J2BC1221,,295,负极,正向,137,140,143,50.000,2#,2024-03-18 15:38:52,-87.992,499.924,1,1.5,139.560,10,139.778,139.345,140.080,140.410,139.690,139.270,139.440,139.080,139.660,139.450,139.610,138.920,740902.9,0,0,0,0,0,0,0,0,0,0,742700.6,742700.6,743509.1,746700.56,99.99,744.30,484.90,484.42,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.53,139.83,0.00,0.00,5.00
E3J2BC1221,,296,负极,反向,137,140,143,50.000,2#,2024-03-18 15:38:57,-87.992,499.924,1,1.5,139.750,10,139.582,139.920,139.900,140.450,139.220,139.150,139.180,139.250,139.910,140.010,140.220,140.210,751051.5,0,0,0,0,0,0,0,0,0,0,749796.3,749796.3,748381.4,754753.63,99.99,752.27,484.99,487.96,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.56,139.81,0.00,0.00,5.00
E3J2BC1221,,297,负极,正向,137,140,143,50.000,2#,2024-03-18 15:39:02,-87.992,499.924,1,1.5,140.220,10,139.946,140.498,140.340,140.330,139.700,139.640,139.720,138.960,141.050,141.230,140.790,140.470,757678.9,0,0,0,0,0,0,0,0,0,0,758561.9,758561.9,759913,762902.38,99.98,761.23,484.99,487.96,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.61,139.83,0.00,0.00,5.00
E3J2BC1221,,298,负极,反向,137,140,143,50.000,2#,2024-03-18 15:39:07,-87.992,499.924,1,1.5,139.900,10,139.854,139.951,140.170,140.140,139.740,139.720,139.500,139.680,140.290,139.860,140.350,139.570,767296,0,0,0,0,0,0,0,0,0,0,766146.9,766146.9,764817.3,771072.56,99.99,768.44,485.76,484.88,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.71,139.89,0.00,0.00,5.00
E3J2BC1221,,299,负极,正向,137,140,143,50.000,2#,2024-03-18 15:39:12,-87.992,499.924,1,1.5,139.700,10,139.802,139.594,140.420,140.080,139.610,139.800,139.100,139.230,139.860,139.690,139.810,139.400,773636.1,0,0,0,0,0,0,0,0,0,0,774880.8,774880.8,776433.9,779231.56,99.99,777.44,485.76,484.88,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.77,139.93,0.00,0.00,5.00
E3J2BC1221,,300,负极,反向,137,140,143,50.000,2#,2024-03-18 15:39:17,-87.992,499.924,1,1.5,139.760,10,139.636,139.878,139.660,140.470,139.700,139.000,139.340,139.150,140.110,140.140,139.940,140.040,783912.4,0,0,0,0,0,0,0,0,0,0,782635.8,782635.8,781114.6,787412.50,99.99,784.76,485.79,487.61,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.76,139.86,0.00,0.00,5.00
E3J2BC1221,,301,负极,正向,137,140,143,50.000,2#,2024-03-18 15:39:22,-87.992,499.924,1,1.5,140.300,10,139.976,140.622,140.520,140.690,139.720,139.400,139.550,139.780,141.090,141.030,140.820,140.390,789944.2,0,0,0,0,0,0,0,0,0,0,791412.1,791412.1,792529.1,795571.63,99.98,793.71,482.79,484.61,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.77,139.90,0.00,0.00,5.00
E3J2BC1221,,302,负极,反向,137,140,143,50.000,2#,2024-03-18 15:39:27,-87.992,499.924,1,1.5,139.400,10,139.312,139.486,139.810,139.430,139.240,139.190,138.890,139.080,139.720,139.150,139.620,139.850,800018.4,0,0,0,0,0,0,0,0,0,0,798912.1,798912.1,797592.9,803720.69,99.98,801.59,482.74,481.74,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.83,140.03,0.00,0.00,5.00
E3J2BC1221,,303,负极,正向,137,140,143,50.000,2#,2024-03-18 15:39:32,-87.992,499.924,1,1.5,138.990,10,139.140,138.828,139.730,139.540,139.120,139.020,138.300,138.470,139.080,139.090,139.100,138.410,806380.3,0,0,0,0,0,0,0,0,0,0,807497.1,807497.1,808922.7,811890.81,99.98,809.57,482.74,481.74,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.85,140.01,0.00,0.00,5.00
E3J2BC1221,,304,负极,反向,137,140,143,50.000,2#,2024-03-18 15:39:37,-87.992,499.924,1,1.5,138.940,10,138.757,139.128,138.410,138.910,139.280,138.660,138.520,138.490,139.340,139.610,139.190,139.010,816380.3,0,0,0,0,0,0,0,0,0,0,815082.4,815082.4,814103.8,820050.38,99.99,818.60,486.68,489.74,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.74,139.82,0.00,0.00,5.00
E3J2BC1221,,305,负极,正向,137,140,143,50.000,2#,2024-03-18 15:39:51,-88.043,499.924,1,1.5,140.390,10,140.448,140.328,140.550,140.410,140.440,140.520,140.330,140.110,140.410,140.410,140.780,139.930,838825.7,0,0,0,0,0,0,0,0,0,0,839974.4,839974.4,841336.3,844357.13,99.98,842.06,486.68,489.74,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.58,139.72,0.00,0.00,5.00
E3J2BC1221,,306,负极,反向,137,140,143,50.000,2#,2024-03-18 15:40:05,-88.043,499.895,1,1.5,139.690,10,139.334,140.043,139.750,139.580,139.130,139.210,139.000,139.250,140.400,140.210,140.200,140.160,863803.5,0,0,0,0,0,0,0,0,0,0,862558.8,862558.8,861633.3,867495.00,99.99,865.27,484.05,485.84,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.64,139.82,0.00,0.00,5.00
E3J2BC1221,,307,负极,正向,137,140,143,50.000,2#,2024-03-18 15:40:10,-88.043,499.895,1,1.5,139.750,10,139.537,139.970,140.150,139.800,139.370,139.120,139.240,139.360,139.490,140.510,140.590,139.910,870037.3,0,0,0,0,0,0,0,0,0,0,871303.2,871303.2,872632.9,875707.38,99.98,874.21,484.05,485.84,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.62,139.83,0.00,0.00,5.00
